productora,revenue,nro_peliculas
Artangel Media,21268.0,1
ArtPhyl,0.0,1
ArtImage Entertainment,0.0,1
ArtCam,0.0,1
Art4noise,0.0,1
Art of War Films,0.0,1
Art In Motion,151161491.0,1
Ars Nova,296557.0,1
Art Films Productions,0.0,1
Art Films,0.0,1
Art Fest,0.0,1
Art Cinema Corporation,0.0,1
Art & Popcorn,0.0,1
Ars Veritas Productions,0.0,1
Armada Pictures,0.0,1
Armada Films Production,11384015.0,1
Arlington Road Productions Corporation,0.0,1
Argonaut Pictures,42145.0,1
Argyle Productions,0.0,1
Argus Film Produktie,0.0,1
Argus Film,0.0,1
Argui-Film,0.0,1
Argosy Productions Limited,0.0,1
Argonauts Productions S.A.,0.0,1
Argonaut Film,0.0,1
Aria Films,0.0,1
Argomedia Sp. z o.o.,0.0,1
Argomedia Productions,0.0,1
Argo Film Festival,0.0,1
Argo Film,0.0,1
Argentarts,0.0,1
Argent Pictures,0.0,1
Argyll Film Partners,0.0,1
Aria Productions,101543.0,1
Arlington International Pictures,0.0,1
Ariroad,0.0,1
Ark Media,0.0,1
Ark Angel Productions,0.0,1
Aristos Films,0.0,1
Aristarain P.C.,0.0,1
Aristar Entertainment,0.0,1
Arista Films,0.0,1
Ariola Productions. Inc.,0.0,1
Ariane & Garoe SL,0.0,1
Aries International,0.0,1
Aries Films International,0.0,1
Aries Film International,0.0,1
Ariel Films,0.0,1
Ariane Mararía Films,623528.0,1
Ariane Films,0.0,1
Artanis Productions Inc.,0.0,1
Artaxerxes Productions,0.0,1
Artcam y Fonds Sud Cinéma,0.0,1
Asahi Hoso,0.0,1
Ascent Media Group,0.0,1
Ascension Productions,3542353.0,1
Asatsu-DK,0.0,1
Asahi Soft Drinks Company,187479518.0,1
Asahi Shimbunsha,0.0,1
Asahi Shimbun Newspaper,0.0,1
AsDuesDon,156021.0,1
Ascot-Cineraid,0.0,1
As Is Productions,0.0,1
As Films Producción,0.0,1
Aryasaa Cine Productions,0.0,1
Arvo Film,0.0,1
Artédis,0.0,1
Arturo González Producciones Cinematográficas,0.0,1
Ascot Productions,0.0,1
Asgard Entertainment,0.0,1
Arts Council of Wales,46352.0,1
Asia Digital Entertainment,0.0,1
Aspa Producciones Cinematográficas,0.0,1
Askania Media Filmproduktion GmbH,0.0,1
Asis Productions,66980456.0,1
Asian Union Film & Entertainment,0.0,1
Asia-Do,0.0,1
Asia Union Film & Entertainment Ltd.,213525736.0,1
Asia Culture Centre-Asian Arts Theatre,0.0,1
Asghar Farhadi Productions,0.0,1
Ashutosh Gowariker Productions Pvt. Ltd. (AGPPL),16180000.0,1
Ashutosh Gowariker Productions Pvt. Ltd.,13000000.0,1
Ashutosh Gowariker Productions,0.0,1
Ashok Kumar Productions,0.0,1
Ashlee Films,0.0,1
Ashdown Film Productions,0.0,1
Artsploitation Films,0.0,1
Artoc Films,0.0,1
Artco Films,0.0,1
Artemis Films,1072602.0,1
Arthur Freed Production,0.0,1
Arthur Cox,0.0,1
Artforce International,0.0,1
Artes Productions,0.0,1
Artemple - Hollywood,369330363.0,1
Artemis Rising Films,0.0,1
Artemis,0.0,1
Artic Productions LLC,0.0,1
Artear,0.0,1
Arte Mecánica,0.0,1
Arte Deutschland TV GmbH,0.0,1
Arte / Cofinova 9,60765.0,1
Arte / Cofinova 3,0.0,1
Arte / Cofinova 12,4100000.0,1
Arthur Lewis Productions,0.0,1
Article 19 Films,0.0,1
Artna Films Ltd.,0.0,1
Artist International Management,34705850.0,1
Artists Independent Productions,0.0,1
Artists Independent Network,0.0,1
Artists / Media Cooperation,0.0,1
Artistry Limited,14296438.0,1
Artisti Associati,0.0,1
Artist Services,0.0,1
Artist International,34705850.0,1
Articulus Entertainment,153205.0,1
Artis Film,0.0,1
Artimm,0.0,1
Artikulo Uno Productions,0.0,1
Artigo Indie,0.0,1
Artifact Films,0.0,1
Artifact 2613,0.0,1
Allied Cine Group Pic II,0.0,1
Alliance de Production Cinematographique (APC),127392239.0,1
Capella Films,27484464.0,1
7 Network,0.0,1
A&E Home Entertainment,0.0,1
A&B Producoes,109423648.0,1
A%26E IndieFilms,0.0,1
A Ticklish Tale,0.0,1
A Team Productions,0.0,1
A Space Between,0.0,1
A Small Production Company,0.0,1
A Ronald Neame Production,0.0,1
A Plus Image 6,0.0,1
A Plus Image 5,248392.0,1
A Plus Image 4,0.0,1
A Plus Image 2,10759.0,1
A Million Monkeys,0.0,1
A Major Films,0.0,1
A Lucky Old Sun Production,0.0,1
A&F Productions,0.0,1
A&M Sound Pictures,0.0,1
A-Film Distribution,0.0,1
A.F. Cinema e Vídeo,3.0,1
A.P.E.C.,0.0,1
A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel),0.0,1
A.M.S. Productions,0.0,1
A.M. Trading International S.r.l.,0.0,1
A.L. Production,0.0,1
A.I.P. Productions,0.0,1
A.E. Media Corporation,0.0,1
A-Film Home Entertainment,0.0,1
A.D.I. Inc.,0.0,1
A.C.E.,0.0,1
A.C. Lyles Productions,0.0,1
A. Ninety-Three Productions,0.0,1
A. C. I. Films,0.0,1
A-Line Pictures,49084830.0,1
A Loopy Production LLC,150277.0,1
A Hot Dog,24159934.0,1
A Happy Place,0.0,1
80 Days Productions,72178895.0,1
8bit,0.0,1
8Heads Productions,0.0,1
8:38 Productions,122126687.0,1
88mm Productions,0.0,1
8750 Films,0.0,1
8180 Films,0.0,1
7th Sense Films,0.0,1
9 Story Media Group,0.0,1
7Heaven Productions,0.0,1
7Glab Entertainment,0.0,1
75 Films,0.0,1
72nd Street Productions,0.0,1
717 Productions,0.0,1
700 Pictures,0.0,1
8th In Line,0.0,1
9/02 Entertainment,0.0,1
A Farewell to Kings Entertainment Company,0.0,1
A B Corp,0.0,1
A Erre Cinematografica,0.0,1
A Don Boyd Production,0.0,1
A Contraluz Films,0.0,1
A Bee One Productions,0.0,1
A BandApart,0.0,1
A Bad Way Ltd,102471.0,1
A Atalanta,0.0,1
9/6 Cinema Factory,0.0,1
A + C Reuter New Cinema,0.0,1
A & S Productions,0.0,1
A & D Studios,0.0,1
A & A Release,0.0,1
98 MPH Productions,75597042.0,1
900 Films,0.0,1
A.P.P.P.,0.0,1
A.T.P.I.P. Producciones,0.0,1
A.U.M. Films,0.0,1
AMJ Productions,0.0,1
ANIMAL DE LUZ FILMS,0.0,1
ANG Film,0.0,1
ANFRI S.r.l.,0.0,1
"ANCINE/Ministério da Cultura, Fundo Setorial do Audiovisual",0.0,1
AMV Production,0.0,1
AMKO Productions Inc.,0.0,1
AMBL Productions,0.0,1
ANOC Productions,0.0,1
AM/PM Entertainment,0.0,1
AM Associates,25000000.0,1
ALEF Film & Media Group,0.0,1
AKN Productions,0.0,1
AJYM-Films,0.0,1
AJBA Productions,0.0,1
ANIMATE,0.0,1
ANS Production,0.0,1
AGGK Films,0.0,1
ARTE F,0.0,1
ASA Productions and Enterprises Pvt. Ltd,0.0,1
ASA Film Pvt Ltd,0.0,1
ASA Film Produktion ApS,0.0,1
ASA Film,0.0,1
ARY Films,645135.0,1
ARTMIC Studios,0.0,1
ARMS,0.0,1
ANTORCHA FILMS,0.0,1
ARM Entertainment,0.0,1
ARK-Film,809000.0,1
AR-TL,170268750.0,1
APTN,0.0,1
APT Entertainment,34659.0,1
AOG Films,0.0,1
AGI Entertainment,0.0,1
AG Productions,0.0,1
A.V.H. San Luis,0.0,1
AB Europa Film,0.0,1
AB Video Solutions,0.0,1
AB Svensk Filmindustri,0.0,1
AB Ri-Film,0.0,1
AB Publikfilm,0.0,1
AB Films,0.0,1
AB Film-Teknik,0.0,1
AAR Films,0.0,1
ABC Film A/S,0.0,1
AAMPI Inc.,0.0,1
AAC Kids,0.0,1
AAA Productions,0.0,1
AA Film Prodüksiyon,0.0,1
A2 Entertainment Group,7306.0,1
A113,209154322.0,1
AB3,0.0,1
ABC News,0.0,1
AFS Film,15530077.0,1
ADF Studios,0.0,1
AFG Talons Productions,76932943.0,1
AEC,0.0,1
AE Two Film Productions,29700000.0,1
AE Electra Productions,19258519.0,1
ADPProductions,0.0,1
ADHM Films,0.0,1
ADF Acquisitions,10501938.0,1
ABC Pictures International,0.0,1
AD406,0.0,1
ACTR Productions,0.0,1
ACCI,0.0,1
ABKCO Music and Records,0.0,1
ABC Video Enterprises,0.0,1
ABC TV,0.0,1
7 Pictures,8.0,1
6140 Productions,0.0,1
ASC Audiovisual,0.0,1
61* Productions Inc.,0.0,1
2077883 Ontario,0.0,1
2003 Productions,0.0,1
2 minutes,0.0,1
2 Wolves Films,0.0,1
2 Smooth Film Productions,0.0,1
2 Player Productions,0.0,1
2 Man Production,0.0,1
2 Loop Films,150277.0,1
2 Die 4 Films,0.0,1
2 Bridges Productions,7306.0,1
1992 Number Four Limited Partnership,0.0,1
1976 Productions,4793.0,1
185º Equator,0.0,1
185 Trax,0.0,1
1818,12232628.0,1
20ten Media,0.0,1
20th Century Fox Home Entertainment Japan,0.0,1
20th Century Fox de Argentina,0.0,1
24 Frames Digital Films,0.0,1
24P Media Group,3639345.0,1
2425 PRODUCTION,0.0,1
2425 Films,0.0,1
24/7 Films,0.0,1
24 Seven Productions,0.0,1
24 Horses,0.0,1
235 Films,0.0,1
21 One Productions,0.0,1
23/5 Filmproduktion GmbH,0.0,1
2262730 Ontario,2521.0,1
224 Entertainment,0.0,1
22 & Indiana Pictures,542307423.0,1
21st Century 3D,270210.0,1
21 Unofilm,0.0,1
1812 Productions,0.0,1
180 Degrees,0.0,1
1718 Studio,0.0,1
.406 Production,0.0,1
100% Synthetic Films,0.0,1
100% Halal,0.0,1
100 doo,0.0,1
100 Feet Productions,0.0,1
10 West Studios,0.0,1
01 Distribution,0.0,1
", Planet Productions",0.0,1
1019 Entertainment,2801508.0,1
", Flaminia Produzioni Cinematografiche",0.0,1
(주)비에이엔터테인먼트,0.0,1
(주)로제타시네마,0.0,1
(주)로드픽쳐스,0.0,1
'A' Production Committee,0.0,1
# Lexyn Productions,0.0,1
1000 Volt,138730.0,1
101st Street Films,0.0,1
1618 Action Limited,0.0,1
13 TV,0.0,1
1600 Limited Partnership,25804707.0,1
16 Block Productions,65664721.0,1
1428 Films,0.0,1
141 Entertainment,0.0,1
14 Luglio Cinematografica,0.0,1
13th Dimensional Video,0.0,1
13 Ghosts Productions Canada Inc.,0.0,1
108 Media,0.0,1
13 All Stars LLC,0.0,1
129 Productions,0.0,1
1201,0.0,1
12 Gauge Productions,0.0,1
10dB Inc.,0.0,1
108 Sound Studio,0.0,1
24TL Productions,0.0,1
27 Films Production,8135031.0,1
27 Productions,0.0,1
430 Productions,0.0,1
49th Parallel Productions,0.0,1
49 Film,0.0,1
47 Entertainment,0.0,1
44th Floor Productions,0.0,1
441 Films,0.0,1
4321 Productions,0.0,1
424 Post,0.0,1
4DH Films,2260712.0,1
42 Productions,0.0,1
403 Productions,27762648.0,1
4 Cats Pictures,8306690.0,1
3sat,0.0,1
3rd Vision Films,0.0,1
3rd Street Pictures,0.0,1
4Cows,0.0,1
4Go West Productions,0.0,1
3Mark Entertainment,4720371.0,1
5-Second Films,0.0,1
606 Films,24527158.0,1
60/80 Productions,6488144.0,1
5AM Producciones,0.0,1
54 Days Productions,0.0,1
512K Entertainment,0.0,1
5060 Productions,0.0,1
5 States,0.0,1
4M,94000000.0,1
5 Star Productions,0.0,1
5 Continents,0.0,1
4½,0.0,1
4th Wall Entertainment,0.0,1
4k Films,0.0,1
4dvd,0.0,1
3ality Digital Entertainment,22730842.0,1
3L Productions,0.0,1
29 fevralya,0.0,1
2S Films,59901913.0,1
3 Days in Vegas,6134438.0,1
3 Arts Productions,0.0,1
3 Art Entertainment,230884728.0,1
2am Films,0.0,1
2afilm,0.0,1
2T Produzione Film,606694.0,1
2Plan2,2209023.0,1
3 Miles Apart Productions Ltd.,0.0,1
2Pilots Filmproduction,0.0,1
2M,0.0,1
2L Productions,0.0,1
2DUX²,531865000.0,1
2D Entertainment,15000000.0,1
2D Celluloid,0.0,1
3 Generations,0.0,1
3 Sat,0.0,1
3H Productions,0.0,1
3D Content Hub,0.0,1
3Foot7,956019788.0,1
3DTK,52597999.0,1
3D Video System,0.0,1
3D Sea Inc.,0.0,1
3D Films,0.0,1
3D Entertainment,0.0,1
3:41am,0.0,1
3 emme cinematografica,0.0,1
38 Productions,0.0,1
38 Pictures Films,0.0,1
369 Productions,24000000.0,1
33 Pictures,0.0,1
3210 Films,0.0,1
"3, 4 Women Productions",0.0,1
ASAF,72436439.0,1
ASIG Productions,25312387.0,1
Alliance Vivafilm,0.0,1
Agana,0.0,1
Alan Greenspan Productions,50451307.0,1
Alan C. Margolin - Joel M. Reed Productions,0.0,1
Alan C. Fox,0.0,1
Alamode Film,0.0,1
Alamdary,0.0,1
Alain Keytsman Production,0.0,1
Alabama Production Group,34522221.0,1
Alabama Moon Entertainment,0.0,1
Al-Ahramm Studios,0.0,1
Al!ve AG,0.0,1
Al Shorouk for Media Productions,0.0,1
Al Jazeera Documentary Channel,0.0,1
Akün Film,0.0,1
Aktualnyy Film,0.0,1
Aksoy Film Production,0.0,1
Alan Jay Lerner Productions,31678778.0,1
Alan Shayne Productions,0.0,1
Alarahastatud Filmikompanii,0.0,1
Albatross Production Company,0.0,1
Albertine Production,0.0,1
Alberta Filmworks,0.0,1
Alberta Film Development Program of the Alberta Government,59192128.0,1
Albert Granville,0.0,1
Albert Band International Productions Inc.,0.0,1
Albemarle Films,0.0,1
Albatros C.P.C.,0.0,1
Alarum PIctures,0.0,1
Albarès Productions,0.0,1
Albany Productions,0.0,1
Albacore Productions Inc.,1700000.0,1
Alba Produzioni,0.0,1
Alazraki Films,0.0,1
Alaska Film Partners Ltd.,0.0,1
Akkord Film Produktion GmbH,0.0,1
Akira Committee Company Ltd.,553171.0,1
Akil Production Company,24637469.0,1
Agincourt Productions Limited,0.0,1
Agung,0.0,1
Agua Films,0.0,1
Agrupación de Cine 001 AIE,0.0,1
Agosto la Película,0.0,1
Agora Films S.A.,0.0,1
Agon Arts and Entertainment,0.0,1
Agile fims,0.0,1
Ahiru to Kamo no Koin rokkâ Seisaku Iinkai,0.0,1
Agi Orsi Productions,0.0,1
Aggregate Films,173965010.0,1
Aggregate Film,7800000.0,1
Agent Two,3696232.0,1
Agenda,0.0,1
Agencja Filmowa Telewizji Polskiej (coprodukcja),0.0,1
Ahimsa Films,58978653.0,1
Aho & Soldan,0.0,1
Akanga Film Productions,0.0,1
Aist Corporation,0.0,1
AkamPuram,0.0,1
Ajay Film Company,0.0,1
Ajanta Pictures,0.0,1
Ajace Produzioni Cinematografiche,0.0,1
Aja / Levasseur Productions,83188165.0,1
Aitysh Film,0.0,1
Airone Productions,0.0,1
Aichi Arts Center,0.0,1
AireCine,0.0,1
Airan Consultants,0.0,1
Air-Edel Associates,0.0,1
Air Bud Entertainment,0.0,1
Aiete Films S.A.,0.0,1
Aida United,0.0,1
Alberto Grimaldi Productions,193772504.0,1
"Albfilm, Tirana",0.0,1
Albino Alligator Productions,0.0,1
All Knight Productions,88323487.0,1
All in Films,0.0,1
All Pictures Media,226830568.0,1
All Night Productions,0.0,1
All Mod Cons,0.0,1
All Media Inc.,0.0,1
All Lit Up Productions,47231070.0,1
All India Film Corporation,0.0,1
All-American,0.0,1
All For A Films,0.0,1
All Entertainment,2000000.0,1
All At Once,0.0,1
Alka-Film Zagreb,0.0,1
Alimar Productions,0.0,1
Alicia Produce S L,2628241.0,1
All the Way Round,0.0,1
All-Union Animated Cartoon Film Studios,0.0,1
Alice Productions,0.0,1
Allegro Productions,0.0,1
Alliance Productions,0.0,1
Alliance Media & Entertainment,0.0,1
Alliance Cinema,432274.0,1
Alliance Atlantis Motion Picture Production,7385434.0,1
Allfin A.G.,0.0,1
Alleycat Studios,0.0,1
Allegro Films Distribution,0.0,1
Allagash Films,0.0,1
Allegra Pictures,0.0,1
Allegiance Theater,93282604.0,1
Alleanza Cinematografica Italiana (A.C.I.),0.0,1
Allarts Production,0.0,1
Allarts Enterprises,0.0,1
Allan Zeman Productions,0.0,1
Alicia Films,0.0,1
Alibi Films,0.0,1
Albione Cinematografica,0.0,1
Alcinter,0.0,1
Aleor Films,1007583.0,1
Alegria Productions,0.0,1
Alea Docs & Films,0.0,1
Aldrich Group,21009180.0,1
Aldrich Company,0.0,1
Aldan Company,0.0,1
Alcina,0.0,1
Alert Film,0.0,1
Alchemy Television,0.0,1
Alchemy Filmworks,1.0,1
Alced Productions,0.0,1
Alce Producciones LTDA.,0.0,1
Alby Pictures,0.0,1
Alborada P.C.,302553.0,1
Aleph Motion Pictures,0.0,1
Alessandro Iacovoni Produzione Cinematografica,0.0,1
Alianza Cinematográfica Española,0.0,1
Alfa Cinematografica,0.0,1
Alian Girls Films,0.0,1
Alia Film,0.0,1
AliBella Pictures,0.0,1
Algonquin Productions Limited,76382.0,1
Alfresco Enterprises,0.0,1
Alfred Image Works,0.0,1
Alexis Films,0.0,1
Alex Jones Productions,0.0,1
Alexandros Film,0.0,1
Alexandra Films,0.0,1
Alexandra,0.0,1
Alexandersson & De Geer Bildproduktion,0.0,1
Alexander Sextus,0.0,1
Alexander Salkind,0.0,1
Agence Algérienne pour le Rayonnement Culturel (AARC),0.0,1
Afton-Linebrook,0.0,1
ASK Eurofilm,0.0,1
Afraid of the Dark,0.0,1
Academy Photoplays,0.0,1
Academy Films,0.0,1
Academy Film,374743.0,1
Academy,0.0,1
Acacia Filmed Entertainment,184770205.0,1
Acaba Produzioni,1700000.0,1
Abyssa Films,28.0,1
Abu Dhabi Film Commission,1506249360.0,1
Abtcon Pictures,0.0,1
Absolute Entertainment (II),0.0,1
Absolute Entertainment,3669465.0,1
Abraxas Film,0.0,1
Abraxas,0.0,1
Abramoff Production,4192440.0,1
Abraham Productions,112265139.0,1
Academy Productions,0.0,1
Academy of Television Arts & Sciences,0.0,1
Académie Franco-Russe du Cinéma,0.0,1
Access Pictures,0.0,1
Achaman Films AIE,0.0,1
Achab Film,1081.0,1
Ace Film Company,0.0,1
Ace Editing,0.0,1
"Accusatory Productions Inc.,",0.0,1
Accord Productions,0.0,1
Access Motion Picture Group,0.0,1
Acamedia Pictures,0.0,1
Access Films,46118097.0,1
Accent Films B.V.,0.0,1
Accent Films,1641825.0,1
Accent Entertainment Corporation,0.0,1
Accelerator Films,0.0,1
Accelerated Matter,0.0,1
Abra Films,0.0,1
Above the Line Productions [ph],0.0,1
Above All Things Inc,176153.0,1
ATC 3000,0.0,1
ATR Films,6614280.0,1
ATM Motionwide,0.0,1
ATM Grupa S.A.,0.0,1
ATKO Films,0.0,1
ATG Productions,0.0,1
ATC Entretenimento,0.0,1
AT-X,0.0,1
AV Films,0.0,1
AT-Production,0.0,1
ASTON FILM,0.0,1
AST Studios,0.0,1
ASQA Film Partnership,0.0,1
ASPD Films,0.0,1
ASK Kodansha,0.0,1
"AV Club, The",0.0,1
AVEK,0.0,1
Aboretum Productions,0.0,1
Abbasi Bros.,0.0,1
Abominable Pictures,0.0,1
Abilene,0.0,1
Abhijatrik,0.0,1
Abe Shuji,11212294.0,1
Abduction Films,0.0,1
Abbott Vision,0.0,1
Abba Movies Co. Ltd.,0.0,1
AZ Film Studios,0.0,1
Abandon Entertainment,85416905.0,1
Abaca Films,0.0,1
Aaron Angela Company,0.0,1
Aaargh! Animation,0.0,1
AZL Productions KG,105178561.0,1
AZ Films,939101.0,1
Acheron Films,0.0,1
Achille Piazzi Produzioni Cinematografica,0.0,1
Achilles,0.0,1
Adelante Films,0.0,1
Adicta Films,0.0,1
Adi Shankar Production,0.0,1
Aden Film,0.0,1
Adelstein-Parouse Productions,0.0,1
Adelson Entertainment,0.0,1
Adelphia Compagnia Cinematografica,0.0,1
Adelaide Motion Picture Company,0.0,1
Adivina Producciones S.L.,0.0,1
Adela Pictures,0.0,1
Adel Films,0.0,1
Addicted Productions,0.0,1
Addict Films,0.0,1
Add Word Productions,0.0,1
Adaptive Studios,0.0,1
Adirondack Pictures,0.0,1
Admiral Pictures (II),0.0,1
Adam Schroeder Productions,145000000.0,1
Adventure Films,0.0,1
Afineevsky - Tolmor Production,0.0,1
Afghan Luke Productions,0.0,1
Aetios Production,0.0,1
Aeteas Filmproduktions,0.0,1
Aeroplano,0.0,1
Aegean Airlines,0.0,1
Advanced Music,0.0,1
Admire Productions Ltd.,4352094.0,1
Advance Productions,0.0,1
Adullam Films LLC,0.0,1
Adrénaline,0.0,1
Adriatica Film,0.0,1
Adriana International Corporation,0.0,1
Adrian Țofei,0.0,1
Adama Pictures,0.0,1
Adam Productions,0.0,1
Acht Frankfurt,0.0,1
Acre Enterprises,0.0,1
Action 27,0.0,1
Act III,52287414.0,1
Across the River Productions,44862187.0,1
Across Town Productions,0.0,1
Acrolight Pictures,0.0,1
Acrobatic Motion Works West,0.0,1
Acorn Pictures,0.0,1
Action Concept cinema,0.0,1
Aconit Pictures,0.0,1
Acolyte Films,0.0,1
Acme Shark,0.0,1
Acme Films Ltd.,0.0,1
Acme Date,0.0,1
Acid Bath Productions,0.0,1
Action 5,0.0,1
Action Concept cinema & company,0.0,1
Adam Packer Film Productions,0.0,1
Acuarius Films,0.0,1
Adam & Eve Productions,0.0,1
AdScott Pictures,1243961.0,1
Ad'Hoc Productions,0.0,1
Ad Vitim Distribution,65460.0,1
Ad Hoc Productions,1137421.0,1
Acuarius Films S.A.,680224.0,1
Actober Films,0.0,1
Action Features,0.0,1
Actium Pictures,0.0,1
Actionhouse Pictures,0.0,1
Actionhouse,0.0,1
Action concept &fims,0.0,1
Action Images,0.0,1
Action House,0.0,1
Axxon Films,0.0,1
Azari Media,133332.0,1
Azerfilm,0.0,1
Boy Culture LLC,220151.0,1
Breidablick Film AB,0.0,1
Bregman-IAC Productions,0.0,1
Bredok Filmproduction,0.0,1
Breathless Associates,19910002.0,1
Breath,0.0,1
Breakup Productions,0.0,1
Breakthru Films,0.0,1
Breakthrough Entertainment Productions,0.0,1
Breakout Pictures,0.0,1
Breakout Movies,0.0,1
Breakout Films,0.0,1
Breakout,0.0,1
Breaking Glass Pictures,0.0,1
Breaking Ball Films,0.0,1
Breakheart Films,0.0,1
Bremedia Produktion,0.0,1
Brencam Entertainment,0.0,1
BrennFilm,0.0,1
Bridget Johnson Films,27645491.0,1
Bright Eye Pictures,0.0,1
Bright Cold Day Films,0.0,1
Bright Cloud Productions,0.0,1
Brigand Films,0.0,1
Brigadier Pictures,0.0,1
Bridle Path Films,0.0,1
Bridgegate FIlms,0.0,1
Brent Walker Pictures,0.0,1
Bridge Films,0.0,1
Brideshead Films,13204291.0,1
Brick Dust Productions LLC,91974818.0,1
Briarcliff Films,0.0,1
Briar Rose Productions,0.0,1
Brian Grazer/Scott Rudin Productions,309492681.0,1
Breakdown Productions,0.0,1
BraxtanFILM,0.0,1
Bravo Hotel,0.0,1
Brad Zions Films,10013424.0,1
Brainstorm Productions,0.0,1
Brainjaus Producciones,0.0,1
Brainfeeder,0.0,1
Braindogs Entertainment,0.0,1
Brain Farm Digital Cinema,0.0,1
Brady Oil Entertainment,0.0,1
Brad Krevoy & Steve Stabler production,0.0,1
Branca Filmes,0.0,1
Bozie,32395.0,1
Boyut Film,0.0,1
Boys Next Door Productions Inc.,0.0,1
Boyfriend's Dogs Films,0.0,1
Boya Films,0.0,1
Boy in the Box,7306.0,1
Branbomm,0.0,1
Brand Mason,0.0,1
Braveworld Productions,38122105.0,1
Brat Na Pont Productions,63215872.0,1
Braven Films,0.0,1
Braveart Films,0.0,1
Brave River Films,0.0,1
Bravado Pictures,0.0,1
Braunstein and Hamady Productions,0.0,1
Braunsberg Productions,0.0,1
Brasfilmes,0.0,1
Branded Entertainment/Batfilm Productions,230884728.0,1
Brandywine Productions Ltd.,0.0,1
Brandt/Haas Productions,3696232.0,1
Brandstorm Entertainment,0.0,1
Brandsmith Motion Pictures,0.0,1
Brandes Films International,0.0,1
Brandenberg,0.0,1
Bright Ideas Pictures,0.0,1
Bright Pictures,0.0,1
Bright-Persky Associates,0.0,1
Brooklyn Films,0.0,1
Brookwood Entertainment,0.0,1
Brooksfilms Ltd.,38119483.0,1
Brooks Media,0.0,1
Brooks Ltd.,0.0,1
Brooklyn Underground Films,0.0,1
Brooklyn Films II,57958696.0,1
Brookdale Productions,0.0,1
Brosier,0.0,1
Brood Syndicate,30471.0,1
Bronze Age Films,0.0,1
Bronson Club Oy,0.0,1
Bronson Avenue,0.0,1
Broken Sky Films,0.0,1
Broken Compass Films,0.0,1
Broomstick Entertainment,100477.0,1
Broth Film,0.0,1
Brocken Spectre Jockey Mutch,0.0,1
Brucks Entertainment,14860766.0,1
Bseenmedia,0.0,1
Bryanston Distributing,0.0,1
Brux International Pictures,0.0,1
Bruton Film Productions,0.0,1
Brushwork Pictures,32788.0,1
Brummer & Herzog Filmproduktion,0.0,1
Bruce Lansbury Productions,0.0,1
Brotherhood Company,0.0,1
Bruce Cohn Productions,0.0,1
Bruce Cohen Productions,6174491.0,1
BrownBag Productions (II),0.0,1
Brown Sauce Film Productions,4856298.0,1
Brown & Stretic,0.0,1
Brothers K Productions,70918.0,1
Broken Chair Flickz,201634991.0,1
Broadway Theatre Archive,0.0,1
Brighthelm Films,0.0,1
Brink Productions,0.0,1
British Aviation Pictures,0.0,1
British Army Film Unit,0.0,1
British American Entertainment,0.0,1
Bristol Films,0.0,1
Bristol Automotive,233555708.0,1
Brisa Films,0.0,1
Brink Films,0.0,1
British Broadcasting Corporation (BBC) Television,19870567.0,1
Brilliant Screen Studios,0.0,1
Brillhart / Gonzales Productions,0.0,1
Brigitte,0.0,1
Brightwater Film Production,0.0,1
Brightside Entertainment,2801508.0,1
Brighton Pictures,0.0,1
British Broadcasting Company,0.0,1
British Film Council,82719885.0,1
